col1,col2,price,tex1,tex2,tex3
6316,-280130,-210687,sdfthis is ,sfds,sdf
6321,-280352,-210854,fh,hfd,ytr
6326,-280574,-211021,gdgdfgert,fddgdfgdfg,hty
6331,-280796,-211188,sdf,fg,rtfd
6336,-281018,-211355,sdf,rfv,tr
6341,-281240,-211522,rtuy,sdrter,sdf
6346,-281462,-211689,sdfthis is ,sfds,sdf
6351,-281684,-211856,fh,hfd,ytr
6356,-281906,-212023,gdgdfgert,fddgdfgdfg,hty
6361,-282128,-212190,sdf,fg,rtfd
6366,-282350,-212357,sdf,rfv,tr
6371,-282572,-212524,rtuy,sdrter,sdf
6376,-282794,-212691,sdfthis is ,sfds,sdf
6381,-283016,-212858,fh,hfd,ytr
6386,-283238,-213025,gdgdfgert,fddgdfgdfg,hty
6391,-283460,-213192,sdf,fg,rtfd
6396,-283682,-213359,sdf,rfv,tr
6401,-283904,-213526,rtuy,sdrter,sdf
6406,-284126,-213693,sdfthis is ,sfds,sdf
6411,-284348,-213860,fh,hfd,ytr
6416,-284570,-214027,gdgdfgert,fddgdfgdfg,hty
6421,-284792,-214194,sdf,fg,rtfd
6426,-285014,-214361,sdf,rfv,tr
6431,-285236,-214528,rtuy,sdrter,sdf
6436,-285458,-214695,sdfthis is ,sfds,sdf
6441,-285680,-214862,fh,hfd,ytr
6446,-285902,-215029,gdgdfgert,fddgdfgdfg,hty
6451,-286124,-215196,sdf,fg,rtfd
6456,-286346,-215363,sdf,rfv,tr
6461,-286568,-215530,rtuy,sdrter,sdf
6466,-286790,-215697,sdfthis is ,sfds,sdf
6471,-287012,-215864,fh,hfd,ytr
6476,-287234,-216031,gdgdfgert,fddgdfgdfg,hty
6481,-287456,-216198,sdf,fg,rtfd
6486,-287678,-216365,sdf,rfv,tr
6491,-287900,-216532,rtuy,sdrter,sdf
6496,-288122,-216699,sdfthis is ,sfds,sdf
6501,-288344,-216866,fh,hfd,ytr
6506,-288566,-217033,gdgdfgert,fddgdfgdfg,hty
6511,-288788,-217200,sdf,fg,rtfd
6516,-289010,-217367,sdf,rfv,tr
6521,-289232,-217534,rtuy,sdrter,sdf
6526,-289454,-217701,sdfthis is ,sfds,sdf
6531,-289676,-217868,fh,hfd,ytr
6536,-289898,-218035,gdgdfgert,fddgdfgdfg,hty
6541,-290120,-218202,sdf,fg,rtfd
6546,-290342,-218369,sdf,rfv,tr
6551,-290564,-218536,rtuy,sdrter,sdf
6556,-290786,-218703,sdfthis is ,sfds,sdf
6561,-291008,-218870,fh,hfd,ytr
6566,-291230,-219037,gdgdfgert,fddgdfgdfg,hty
6571,-291452,-219204,sdf,fg,rtfd
6576,-291674,-219371,sdf,rfv,tr
6581,-291896,-219538,rtuy,sdrter,sdf
6586,-292118,-219705,sdfthis is ,sfds,sdf
6591,-292340,-219872,fh,hfd,ytr
6596,-292562,-220039,gdgdfgert,fddgdfgdfg,hty
6601,-292784,-220206,sdf,fg,rtfd
6606,-293006,-220373,sdf,rfv,tr
6611,-293228,-220540,rtuy,sdrter,sdf
6616,-293450,-220707,sdfthis is ,sfds,sdf
6621,-293672,-220874,fh,hfd,ytr
6626,-293894,-221041,gdgdfgert,fddgdfgdfg,hty
6631,-294116,-221208,sdf,fg,rtfd
6636,-294338,-221375,sdf,rfv,tr
6641,-294560,-221542,rtuy,sdrter,sdf
6646,-294782,-221709,sdfthis is ,sfds,sdf
6651,-295004,-221876,fh,hfd,ytr
6656,-295226,-222043,gdgdfgert,fddgdfgdfg,hty
6661,-295448,-222210,sdf,fg,rtfd
6666,-295670,-222377,sdf,rfv,tr
6671,-295892,-222544,rtuy,sdrter,sdf
6676,-296114,-222711,sdfthis is ,sfds,sdf
6681,-296336,-222878,fh,hfd,ytr
6686,-296558,-223045,gdgdfgert,fddgdfgdfg,hty
6691,-296780,-223212,sdf,fg,rtfd
6696,-297002,-223379,sdf,rfv,tr
6701,-297224,-223546,rtuy,sdrter,sdf
6706,-297446,-223713,sdfthis is ,sfds,sdf
6711,-297668,-223880,fh,hfd,ytr
6716,-297890,-224047,gdgdfgert,fddgdfgdfg,hty
6721,-298112,-224214,sdf,fg,rtfd
6726,-298334,-224381,sdf,rfv,tr
6731,-298556,-224548,rtuy,sdrter,sdf
6736,-298778,-224715,sdfthis is ,sfds,sdf
6741,-299000,-224882,fh,hfd,ytr
6746,-299222,-225049,gdgdfgert,fddgdfgdfg,hty
6751,-299444,-225216,sdf,fg,rtfd
6756,-299666,-225383,sdf,rfv,tr
6761,-299888,-225550,rtuy,sdrter,sdf
6766,-300110,-225717,sdfthis is ,sfds,sdf
6771,-300332,-225884,fh,hfd,ytr
6776,-300554,-226051,gdgdfgert,fddgdfgdfg,hty
6781,-300776,-226218,sdf,fg,rtfd
6786,-300998,-226385,sdf,rfv,tr
6791,-301220,-226552,rtuy,sdrter,sdf
6796,-301442,-226719,sdfthis is ,sfds,sdf
6801,-301664,-226886,fh,hfd,ytr
6806,-301886,-227053,gdgdfgert,fddgdfgdfg,hty
6811,-302108,-227220,sdf,fg,rtfd
6816,-302330,-227387,sdf,rfv,tr
6821,-302552,-227554,rtuy,sdrter,sdf
6826,-302774,-227721,sdfthis is ,sfds,sdf
6831,-302996,-227888,fh,hfd,ytr
6836,-303218,-228055,gdgdfgert,fddgdfgdfg,hty
6841,-303440,-228222,sdf,fg,rtfd
6846,-303662,-228389,sdf,rfv,tr
6851,-303884,-228556,rtuy,sdrter,sdf
6856,-304106,-228723,sdfthis is ,sfds,sdf
6861,-304328,-228890,fh,hfd,ytr
6866,-304550,-229057,gdgdfgert,fddgdfgdfg,hty
6871,-304772,-229224,sdf,fg,rtfd
6876,-304994,-229391,sdf,rfv,tr
6881,-305216,-229558,rtuy,sdrter,sdf
6886,-305438,-229725,sdfthis is ,sfds,sdf
6891,-305660,-229892,fh,hfd,ytr
6896,-305882,-230059,gdgdfgert,fddgdfgdfg,hty
6901,-306104,-230226,sdf,fg,rtfd
6906,-306326,-230393,sdf,rfv,tr
6911,-306548,-230560,rtuy,sdrter,sdf
6916,-306770,-230727,sdfthis is ,sfds,sdf
6921,-306992,-230894,fh,hfd,ytr
6926,-307214,-231061,gdgdfgert,fddgdfgdfg,hty
6931,-307436,-231228,sdf,fg,rtfd
6936,-307658,-231395,sdf,rfv,tr
6941,-307880,-231562,rtuy,sdrter,sdf
6946,-308102,-231729,sdfthis is ,sfds,sdf
6951,-308324,-231896,fh,hfd,ytr
6956,-308546,-232063,gdgdfgert,fddgdfgdfg,hty
6961,-308768,-232230,sdf,fg,rtfd
6966,-308990,-232397,sdf,rfv,tr
6971,-309212,-232564,rtuy,sdrter,sdf
6976,-309434,-232731,sdfthis is ,sfds,sdf
6981,-309656,-232898,fh,hfd,ytr
6986,-309878,-233065,gdgdfgert,fddgdfgdfg,hty
6991,-310100,-233232,sdf,fg,rtfd
6996,-310322,-233399,sdf,rfv,tr
7001,-310544,-233566,rtuy,sdrter,sdf
7006,-310766,-233733,sdfthis is ,sfds,sdf
7011,-310988,-233900,fh,hfd,ytr
7016,-311210,-234067,gdgdfgert,fddgdfgdfg,hty
7021,-311432,-234234,sdf,fg,rtfd
7026,-311654,-234401,sdf,rfv,tr
7031,-311876,-234568,rtuy,sdrter,sdf
7036,-312098,-234735,sdfthis is ,sfds,sdf
7041,-312320,-234902,fh,hfd,ytr
7046,-312542,-235069,gdgdfgert,fddgdfgdfg,hty
7051,-312764,-235236,sdf,fg,rtfd
7056,-312986,-235403,sdf,rfv,tr
7061,-313208,-235570,rtuy,sdrter,sdf
7066,-313430,-235737,sdfthis is ,sfds,sdf
7071,-313652,-235904,fh,hfd,ytr
7076,-313874,-236071,gdgdfgert,fddgdfgdfg,hty
7081,-314096,-236238,sdf,fg,rtfd
7086,-314318,-236405,sdf,rfv,tr
7091,-314540,-236572,rtuy,sdrter,sdf
7096,-314762,-236739,sdfthis is ,sfds,sdf
7101,-314984,-236906,fh,hfd,ytr
7106,-315206,-237073,gdgdfgert,fddgdfgdfg,hty
7111,-315428,-237240,sdf,fg,rtfd
7116,-315650,-237407,sdf,rfv,tr
7121,-315872,-237574,rtuy,sdrter,sdf
7126,-316094,-237741,sdfthis is ,sfds,sdf
7131,-316316,-237908,fh,hfd,ytr
7136,-316538,-238075,gdgdfgert,fddgdfgdfg,hty
7141,-316760,-238242,sdf,fg,rtfd
7146,-316982,-238409,sdf,rfv,tr
7151,-317204,-238576,rtuy,sdrter,sdf
7156,-317426,-238743,sdfthis is ,sfds,sdf
7161,-317648,-238910,fh,hfd,ytr
7166,-317870,-239077,gdgdfgert,fddgdfgdfg,hty
7171,-318092,-239244,sdf,fg,rtfd
7176,-318314,-239411,sdf,rfv,tr
7181,-318536,-239578,rtuy,sdrter,sdf
7186,-318758,-239745,sdfthis is ,sfds,sdf
7191,-318980,-239912,fh,hfd,ytr
7196,-319202,-240079,gdgdfgert,fddgdfgdfg,hty
7201,-319424,-240246,sdf,fg,rtfd
7206,-319646,-240413,sdf,rfv,tr
7211,-319868,-240580,rtuy,sdrter,sdf
7216,-320090,-240747,sdfthis is ,sfds,sdf
7221,-320312,-240914,fh,hfd,ytr
7226,-320534,-241081,gdgdfgert,fddgdfgdfg,hty
7231,-320756,-241248,sdf,fg,rtfd
7236,-320978,-241415,sdf,rfv,tr
7241,-321200,-241582,rtuy,sdrter,sdf
7246,-321422,-241749,sdfthis is ,sfds,sdf
7251,-321644,-241916,fh,hfd,ytr
7256,-321866,-242083,gdgdfgert,fddgdfgdfg,hty
7261,-322088,-242250,sdf,fg,rtfd
7266,-322310,-242417,sdf,rfv,tr
7271,-322532,-242584,rtuy,sdrter,sdf
7276,-322754,-242751,sdfthis is ,sfds,sdf
7281,-322976,-242918,fh,hfd,ytr
7286,-323198,-243085,gdgdfgert,fddgdfgdfg,hty
7291,-323420,-243252,sdf,fg,rtfd
7296,-323642,-243419,sdf,rfv,tr
7301,-323864,-243586,rtuy,sdrter,sdf
7306,-324086,-243753,sdfthis is ,sfds,sdf
7311,-324308,-243920,fh,hfd,ytr
7316,-324530,-244087,gdgdfgert,fddgdfgdfg,hty
7321,-324752,-244254,sdf,fg,rtfd
7326,-324974,-244421,sdf,rfv,tr
7331,-325196,-244588,rtuy,sdrter,sdf
7336,-325418,-244755,sdfthis is ,sfds,sdf
7341,-325640,-244922,fh,hfd,ytr
7346,-325862,-245089,gdgdfgert,fddgdfgdfg,hty
7351,-326084,-245256,sdf,fg,rtfd
7356,-326306,-245423,sdf,rfv,tr
7361,-326528,-245590,rtuy,sdrter,sdf
7366,-326750,-245757,sdfthis is ,sfds,sdf
7371,-326972,-245924,fh,hfd,ytr
7376,-327194,-246091,gdgdfgert,fddgdfgdfg,hty
7381,-327416,-246258,sdf,fg,rtfd
7386,-327638,-246425,sdf,rfv,tr
7391,-327860,-246592,rtuy,sdrter,sdf
7396,-328082,-246759,sdfthis is ,sfds,sdf
7401,-328304,-246926,fh,hfd,ytr
7406,-328526,-247093,gdgdfgert,fddgdfgdfg,hty
7411,-328748,-247260,sdf,fg,rtfd
7416,-328970,-247427,sdf,rfv,tr
7421,-329192,-247594,rtuy,sdrter,sdf
7426,-329414,-247761,sdfthis is ,sfds,sdf
7431,-329636,-247928,fh,hfd,ytr
7436,-329858,-248095,gdgdfgert,fddgdfgdfg,hty
7441,-330080,-248262,sdf,fg,rtfd
7446,-330302,-248429,sdf,rfv,tr
7451,-330524,-248596,rtuy,sdrter,sdf
7456,-330746,-248763,sdfthis is ,sfds,sdf
7461,-330968,-248930,fh,hfd,ytr
7466,-331190,-249097,gdgdfgert,fddgdfgdfg,hty
7471,-331412,-249264,sdf,fg,rtfd
7476,-331634,-249431,sdf,rfv,tr
7481,-331856,-249598,rtuy,sdrter,sdf
7486,-332078,-249765,sdfthis is ,sfds,sdf
7491,-332300,-249932,fh,hfd,ytr
7496,-332522,-250099,gdgdfgert,fddgdfgdfg,hty
7501,-332744,-250266,sdf,fg,rtfd
7506,-332966,-250433,sdf,rfv,tr
7511,-333188,-250600,rtuy,sdrter,sdf
7516,-333410,-250767,sdfthis is ,sfds,sdf
7521,-333632,-250934,fh,hfd,ytr
7526,-333854,-251101,gdgdfgert,fddgdfgdfg,hty
7531,-334076,-251268,sdf,fg,rtfd
7536,-334298,-251435,sdf,rfv,tr
7541,-334520,-251602,rtuy,sdrter,sdf
7546,-334742,-251769,sdfthis is ,sfds,sdf
7551,-334964,-251936,fh,hfd,ytr
7556,-335186,-252103,gdgdfgert,fddgdfgdfg,hty
7561,-335408,-252270,sdf,fg,rtfd
7566,-335630,-252437,sdf,rfv,tr
7571,-335852,-252604,rtuy,sdrter,sdf
7576,-336074,-252771,sdfthis is ,sfds,sdf
7581,-336296,-252938,fh,hfd,ytr
7586,-336518,-253105,gdgdfgert,fddgdfgdfg,hty
7591,-336740,-253272,sdf,fg,rtfd
7596,-336962,-253439,sdf,rfv,tr
7601,-337184,-253606,rtuy,sdrter,sdf
7606,-337406,-253773,sdfthis is ,sfds,sdf
7611,-337628,-253940,fh,hfd,ytr
7616,-337850,-254107,gdgdfgert,fddgdfgdfg,hty
7621,-338072,-254274,sdf,fg,rtfd
7626,-338294,-254441,sdf,rfv,tr
7631,-338516,-254608,rtuy,sdrter,sdf
7636,-338738,-254775,sdfthis is ,sfds,sdf
7641,-338960,-254942,fh,hfd,ytr
7646,-339182,-255109,gdgdfgert,fddgdfgdfg,hty
7651,-339404,-255276,sdf,fg,rtfd
7656,-339626,-255443,sdf,rfv,tr
7661,-339848,-255610,rtuy,sdrter,sdf
7666,-340070,-255777,sdfthis is ,sfds,sdf
7671,-340292,-255944,fh,hfd,ytr
7676,-340514,-256111,gdgdfgert,fddgdfgdfg,hty
7681,-340736,-256278,sdf,fg,rtfd
7686,-340958,-256445,sdf,rfv,tr
7691,-341180,-256612,rtuy,sdrter,sdf
7696,-341402,-256779,sdfthis is ,sfds,sdf
7701,-341624,-256946,fh,hfd,ytr
7706,-341846,-257113,gdgdfgert,fddgdfgdfg,hty
7711,-342068,-257280,sdf,fg,rtfd
7716,-342290,-257447,sdf,rfv,tr
7721,-342512,-257614,rtuy,sdrter,sdf
7726,-342734,-257781,sdfthis is ,sfds,sdf
7731,-342956,-257948,fh,hfd,ytr
7736,-343178,-258115,gdgdfgert,fddgdfgdfg,hty
7741,-343400,-258282,sdf,fg,rtfd
7746,-343622,-258449,sdf,rfv,tr
7751,-343844,-258616,rtuy,sdrter,sdf
7756,-344066,-258783,sdfthis is ,sfds,sdf
7761,-344288,-258950,fh,hfd,ytr
7766,-344510,-259117,gdgdfgert,fddgdfgdfg,hty
7771,-344732,-259284,sdf,fg,rtfd
7776,-344954,-259451,sdf,rfv,tr
7781,-345176,-259618,rtuy,sdrter,sdf
7786,-345398,-259785,sdfthis is ,sfds,sdf
7791,-345620,-259952,fh,hfd,ytr
7796,-345842,-260119,gdgdfgert,fddgdfgdfg,hty
7801,-346064,-260286,sdf,fg,rtfd
7806,-346286,-260453,sdf,rfv,tr
7811,-346508,-260620,rtuy,sdrter,sdf
7816,-346730,-260787,sdfthis is ,sfds,sdf
7821,-346952,-260954,fh,hfd,ytr
7826,-347174,-261121,gdgdfgert,fddgdfgdfg,hty
7831,-347396,-261288,sdf,fg,rtfd
7836,-347618,-261455,sdf,rfv,tr
7841,-347840,-261622,rtuy,sdrter,sdf
7846,-348062,-261789,sdfthis is ,sfds,sdf
7851,-348284,-261956,fh,hfd,ytr
7856,-348506,-262123,gdgdfgert,fddgdfgdfg,hty
7861,-348728,-262290,sdf,fg,rtfd
7866,-348950,-262457,sdf,rfv,tr
7871,-349172,-262624,rtuy,sdrter,sdf
7876,-349394,-262791,sdfthis is ,sfds,sdf
7881,-349616,-262958,fh,hfd,ytr
7886,-349838,-263125,gdgdfgert,fddgdfgdfg,hty
7891,-350060,-263292,sdf,fg,rtfd
7896,-350282,-263459,sdf,rfv,tr
7901,-350504,-263626,rtuy,sdrter,sdf
7906,-350726,-263793,sdfthis is ,sfds,sdf
7911,-350948,-263960,fh,hfd,ytr
7916,-351170,-264127,gdgdfgert,fddgdfgdfg,hty
7921,-351392,-264294,sdf,fg,rtfd
7926,-351614,-264461,sdf,rfv,tr
7931,-351836,-264628,rtuy,sdrter,sdf
7936,-352058,-264795,sdfthis is ,sfds,sdf
7941,-352280,-264962,fh,hfd,ytr
7946,-352502,-265129,gdgdfgert,fddgdfgdfg,hty
7951,-352724,-265296,sdf,fg,rtfd
7956,-352946,-265463,sdf,rfv,tr
7961,-353168,-265630,rtuy,sdrter,sdf
7966,-353390,-265797,sdfthis is ,sfds,sdf
7971,-353612,-265964,fh,hfd,ytr
7976,-353834,-266131,gdgdfgert,fddgdfgdfg,hty
7981,-354056,-266298,sdf,fg,rtfd
7986,-354278,-266465,sdf,rfv,tr
7991,-354500,-266632,rtuy,sdrter,sdf
7996,-354722,-266799,sdfthis is ,sfds,sdf
8001,-354944,-266966,fh,hfd,ytr
8006,-355166,-267133,gdgdfgert,fddgdfgdfg,hty
8011,-355388,-267300,sdf,fg,rtfd
8016,-355610,-267467,sdf,rfv,tr
8021,-355832,-267634,rtuy,sdrter,sdf
8026,-356054,-267801,sdfthis is ,sfds,sdf
8031,-356276,-267968,fh,hfd,ytr
8036,-356498,-268135,gdgdfgert,fddgdfgdfg,hty
8041,-356720,-268302,sdf,fg,rtfd
8046,-356942,-268469,sdf,rfv,tr
8051,-357164,-268636,rtuy,sdrter,sdf
8056,-357386,-268803,sdfthis is ,sfds,sdf
8061,-357608,-268970,fh,hfd,ytr
8066,-357830,-269137,gdgdfgert,fddgdfgdfg,hty
8071,-358052,-269304,sdf,fg,rtfd
8076,-358274,-269471,sdf,rfv,tr
8081,-358496,-269638,rtuy,sdrter,sdf
8086,-358718,-269805,sdfthis is ,sfds,sdf
8091,-358940,-269972,fh,hfd,ytr
8096,-359162,-270139,gdgdfgert,fddgdfgdfg,hty
8101,-359384,-270306,sdf,fg,rtfd
8106,-359606,-270473,sdf,rfv,tr
8111,-359828,-270640,rtuy,sdrter,sdf
8116,-360050,-270807,sdfthis is ,sfds,sdf
8121,-360272,-270974,fh,hfd,ytr
8126,-360494,-271141,gdgdfgert,fddgdfgdfg,hty
8131,-360716,-271308,sdf,fg,rtfd
8136,-360938,-271475,sdf,rfv,tr
8141,-361160,-271642,rtuy,sdrter,sdf
8146,-361382,-271809,sdfthis is ,sfds,sdf
8151,-361604,-271976,fh,hfd,ytr
8156,-361826,-272143,gdgdfgert,fddgdfgdfg,hty
8161,-362048,-272310,sdf,fg,rtfd
8166,-362270,-272477,sdf,rfv,tr
8171,-362492,-272644,rtuy,sdrter,sdf
8176,-362714,-272811,sdfthis is ,sfds,sdf
8181,-362936,-272978,fh,hfd,ytr
8186,-363158,-273145,gdgdfgert,fddgdfgdfg,hty
8191,-363380,-273312,sdf,fg,rtfd
8196,-363602,-273479,sdf,rfv,tr
8201,-363824,-273646,rtuy,sdrter,sdf
8206,-364046,-273813,sdfthis is ,sfds,sdf
8211,-364268,-273980,fh,hfd,ytr
8216,-364490,-274147,gdgdfgert,fddgdfgdfg,hty
8221,-364712,-274314,sdf,fg,rtfd
8226,-364934,-274481,sdf,rfv,tr
8231,-365156,-274648,rtuy,sdrter,sdf
8236,-365378,-274815,sdfthis is ,sfds,sdf
8241,-365600,-274982,fh,hfd,ytr
8246,-365822,-275149,gdgdfgert,fddgdfgdfg,hty
8251,-366044,-275316,sdf,fg,rtfd
8256,-366266,-275483,sdf,rfv,tr
8261,-366488,-275650,rtuy,sdrter,sdf
8266,-366710,-275817,sdfthis is ,sfds,sdf
8271,-366932,-275984,fh,hfd,ytr
8276,-367154,-276151,gdgdfgert,fddgdfgdfg,hty
8281,-367376,-276318,sdf,fg,rtfd
8286,-367598,-276485,sdf,rfv,tr
8291,-367820,-276652,rtuy,sdrter,sdf
8296,-368042,-276819,sdfthis is ,sfds,sdf
8301,-368264,-276986,fh,hfd,ytr
8306,-368486,-277153,gdgdfgert,fddgdfgdfg,hty
8311,-368708,-277320,sdf,fg,rtfd
8316,-368930,-277487,sdf,rfv,tr
8321,-369152,-277654,rtuy,sdrter,sdf
8326,-369374,-277821,sdfthis is ,sfds,sdf
8331,-369596,-277988,fh,hfd,ytr
8336,-369818,-278155,gdgdfgert,fddgdfgdfg,hty
8341,-370040,-278322,sdf,fg,rtfd
8346,-370262,-278489,sdf,rfv,tr
8351,-370484,-278656,rtuy,sdrter,sdf
8356,-370706,-278823,sdfthis is ,sfds,sdf
8361,-370928,-278990,fh,hfd,ytr
8366,-371150,-279157,gdgdfgert,fddgdfgdfg,hty
8371,-371372,-279324,sdf,fg,rtfd
8376,-371594,-279491,sdf,rfv,tr
8381,-371816,-279658,rtuy,sdrter,sdf
8386,-372038,-279825,sdfthis is ,sfds,sdf
8391,-372260,-279992,fh,hfd,ytr
8396,-372482,-280159,gdgdfgert,fddgdfgdfg,hty
8401,-372704,-280326,sdf,fg,rtfd
8406,-372926,-280493,sdf,rfv,tr
8411,-373148,-280660,rtuy,sdrter,sdf
8416,-373370,-280827,sdfthis is ,sfds,sdf
8421,-373592,-280994,fh,hfd,ytr
8426,-373814,-281161,gdgdfgert,fddgdfgdfg,hty
8431,-374036,-281328,sdf,fg,rtfd
8436,-374258,-281495,sdf,rfv,tr
8441,-374480,-281662,rtuy,sdrter,sdf
8446,-374702,-281829,sdfthis is ,sfds,sdf
8451,-374924,-281996,fh,hfd,ytr
8456,-375146,-282163,gdgdfgert,fddgdfgdfg,hty
8461,-375368,-282330,sdf,fg,rtfd
8466,-375590,-282497,sdf,rfv,tr
8471,-375812,-282664,rtuy,sdrter,sdf
8476,-376034,-282831,sdfthis is ,sfds,sdf
8481,-376256,-282998,fh,hfd,ytr
8486,-376478,-283165,gdgdfgert,fddgdfgdfg,hty
8491,-376700,-283332,sdf,fg,rtfd
8496,-376922,-283499,sdf,rfv,tr
8501,-377144,-283666,rtuy,sdrter,sdf
8506,-377366,-283833,sdfthis is ,sfds,sdf
8511,-377588,-284000,fh,hfd,ytr
8516,-377810,-284167,gdgdfgert,fddgdfgdfg,hty
8521,-378032,-284334,sdf,fg,rtfd
8526,-378254,-284501,sdf,rfv,tr
8531,-378476,-284668,rtuy,sdrter,sdf
8536,-378698,-284835,sdfthis is ,sfds,sdf
8541,-378920,-285002,fh,hfd,ytr
8546,-379142,-285169,gdgdfgert,fddgdfgdfg,hty
8551,-379364,-285336,sdf,fg,rtfd
8556,-379586,-285503,sdf,rfv,tr
8561,-379808,-285670,rtuy,sdrter,sdf
8566,-380030,-285837,sdfthis is ,sfds,sdf
8571,-380252,-286004,fh,hfd,ytr
8576,-380474,-286171,gdgdfgert,fddgdfgdfg,hty
8581,-380696,-286338,sdf,fg,rtfd
8586,-380918,-286505,sdf,rfv,tr
8591,-381140,-286672,rtuy,sdrter,sdf
8596,-381362,-286839,sdfthis is ,sfds,sdf
8601,-381584,-287006,fh,hfd,ytr
8606,-381806,-287173,gdgdfgert,fddgdfgdfg,hty
8611,-382028,-287340,sdf,fg,rtfd
8616,-382250,-287507,sdf,rfv,tr
8621,-382472,-287674,rtuy,sdrter,sdf
8626,-382694,-287841,sdfthis is ,sfds,sdf
8631,-382916,-288008,fh,hfd,ytr
8636,-383138,-288175,gdgdfgert,fddgdfgdfg,hty
8641,-383360,-288342,sdf,fg,rtfd
8646,-383582,-288509,sdf,rfv,tr
8651,-383804,-288676,rtuy,sdrter,sdf
8656,-384026,-288843,sdfthis is ,sfds,sdf
8661,-384248,-289010,fh,hfd,ytr
8666,-384470,-289177,gdgdfgert,fddgdfgdfg,hty
8671,-384692,-289344,sdf,fg,rtfd
8676,-384914,-289511,sdf,rfv,tr
8681,-385136,-289678,rtuy,sdrter,sdf
8686,-385358,-289845,sdfthis is ,sfds,sdf
8691,-385580,-290012,fh,hfd,ytr
8696,-385802,-290179,gdgdfgert,fddgdfgdfg,hty
8701,-386024,-290346,sdf,fg,rtfd
8706,-386246,-290513,sdf,rfv,tr
8711,-386468,-290680,rtuy,sdrter,sdf
8716,-386690,-290847,sdfthis is ,sfds,sdf
8721,-386912,-291014,fh,hfd,ytr
8726,-387134,-291181,gdgdfgert,fddgdfgdfg,hty
1,256,234,sdf,fg,rtfd
6,34,67,sdf,rfv,tr
11,-188,-100,rtuy,sdrter,sdf
16,-410,-267,sdfthis is ,sfds,sdf
21,-632,-434,fh,hfd,ytr
26,-854,-601,gdgdfgert,fddgdfgdfg,hty
31,-1076,-768,sdf,fg,rtfd
36,-1298,-935,sdf,rfv,tr
41,-1520,-1102,rtuy,sdrter,sdf
46,-1742,-1269,sdfthis is ,sfds,sdf
51,-1964,-1436,fh,hfd,ytr
56,-2186,-1603,gdgdfgert,fddgdfgdfg,hty
61,-2408,-1770,sdf,fg,rtfd
66,-2630,-1937,sdf,rfv,tr
71,-2852,-2104,rtuy,sdrter,sdf
76,-3074,-2271,sdfthis is ,sfds,sdf
81,-3296,-2438,fh,hfd,ytr
86,-3518,-2605,gdgdfgert,fddgdfgdfg,hty
91,-3740,-2772,sdf,fg,rtfd
96,-3962,-2939,sdf,rfv,tr
101,-4184,-3106,rtuy,sdrter,sdf
106,-4406,-3273,sdfthis is ,sfds,sdf
111,-4628,-3440,fh,hfd,ytr
116,-4850,-3607,gdgdfgert,fddgdfgdfg,hty
121,-5072,-3774,sdf,fg,rtfd
126,-5294,-3941,sdf,rfv,tr
131,-5516,-4108,rtuy,sdrter,sdf
136,-5738,-4275,sdfthis is ,sfds,sdf
141,-5960,-4442,fh,hfd,ytr
146,-6182,-4609,gdgdfgert,fddgdfgdfg,hty
151,-6404,-4776,sdf,fg,rtfd
156,-6626,-4943,sdf,rfv,tr
161,-6848,-5110,rtuy,sdrter,sdf
166,-7070,-5277,sdfthis is ,sfds,sdf
171,-7292,-5444,fh,hfd,ytr
176,-7514,-5611,gdgdfgert,fddgdfgdfg,hty
181,-7736,-5778,sdf,fg,rtfd
186,-7958,-5945,sdf,rfv,tr
191,-8180,-6112,rtuy,sdrter,sdf
196,-8402,-6279,sdfthis is ,sfds,sdf
201,-8624,-6446,fh,hfd,ytr
206,-8846,-6613,gdgdfgert,fddgdfgdfg,hty
211,-9068,-6780,sdf,fg,rtfd
216,-9290,-6947,sdf,rfv,tr
221,-9512,-7114,rtuy,sdrter,sdf
226,-9734,-7281,sdfthis is ,sfds,sdf
231,-9956,-7448,fh,hfd,ytr
236,-10178,-7615,gdgdfgert,fddgdfgdfg,hty
241,-10400,-7782,sdf,fg,rtfd
246,-10622,-7949,sdf,rfv,tr
251,-10844,-8116,rtuy,sdrter,sdf
256,-11066,-8283,sdfthis is ,sfds,sdf
261,-11288,-8450,fh,hfd,ytr
266,-11510,-8617,gdgdfgert,fddgdfgdfg,hty
271,-11732,-8784,sdf,fg,rtfd
276,-11954,-8951,sdf,rfv,tr
281,-12176,-9118,rtuy,sdrter,sdf
286,-12398,-9285,sdfthis is ,sfds,sdf
291,-12620,-9452,fh,hfd,ytr
296,-12842,-9619,gdgdfgert,fddgdfgdfg,hty
301,-13064,-9786,sdf,fg,rtfd
306,-13286,-9953,sdf,rfv,tr
311,-13508,-10120,rtuy,sdrter,sdf
316,-13730,-10287,sdfthis is ,sfds,sdf
321,-13952,-10454,fh,hfd,ytr
326,-14174,-10621,gdgdfgert,fddgdfgdfg,hty
331,-14396,-10788,sdf,fg,rtfd
336,-14618,-10955,sdf,rfv,tr
341,-14840,-11122,rtuy,sdrter,sdf
346,-15062,-11289,sdfthis is ,sfds,sdf
351,-15284,-11456,fh,hfd,ytr
356,-15506,-11623,gdgdfgert,fddgdfgdfg,hty
361,-15728,-11790,sdf,fg,rtfd
366,-15950,-11957,sdf,rfv,tr
371,-16172,-12124,rtuy,sdrter,sdf
376,-16394,-12291,sdfthis is ,sfds,sdf
